Season,Tm,Age,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Place_of_Birth,state_or_country,Race,seniority,Pos,Ht,Wt,College,SALARY
2014-15,25.0,25.0,60,60.0,2100.0,17.4,0.089,0.438,2.3,12.9,7.6,17.0,1.8,0.4,10.4,28.4,104.0,109.0,2.6,1.4,4.0,0.09,-0.2,-1.4,-1.6,0.2,89.0,1,3.0,6,6.0,200.66,220,106.0,10201000.0
2014-15,28.0,32.0,81,15.0,1984.0,12.7,0.267,0.147,4.5,15.2,10.0,17.9,0.9,0.9,15.8,18.3,103.0,105.0,1.3,2.3,3.6,0.088,-0.6,0.7,0.1,1.1,76.0,0,1.0,12,2.0,203.2,250,125.0,7575000.0
2014-15,23.0,25.0,73,49.0,2193.0,17.2,0.012,0.477,11.3,20.8,15.9,10.5,1.6,4.5,16.9,15.0,113.0,108.0,3.4,1.5,4.9,0.108,0.1,2.4,2.5,2.5,23.0,0,3.0,2,4.0,210.82,241,89.0,1427614.8
2014-15,20.0,21.0,34,1.0,455.0,10.2,0.385,0.201,0.9,10.9,5.7,34.9,2.2,1.0,15.2,21.1,92.0,107.0,-0.3,0.4,0.1,0.009,-2.6,-1.5,-4.2,-0.2,89.0,1,3.0,1,6.0,198.12,200,102.0,707000.0
2014-15,19.0,31.0,69,17.0,854.0,11.1,0.007,0.572,13.3,22.7,18.0,4.4,2.3,2.3,18.4,11.3,103.0,100.0,0.4,1.5,1.9,0.108,-3.5,2.1,-1.4,0.1,78.0,1,3.0,6,5.0,203.2,268,110.0,957644.63
2014-15,30.0,28.0,12,0.0,177.0,11.2,0.353,0.255,1.3,12.8,7.1,20.0,3.3,1.7,15.0,17.2,95.0,104.0,0.0,0.2,0.2,0.046,-2.1,0.8,-1.3,0.0,84.0,1,3.0,6,6.0,187.96,195,72.0,108752.76
2014-15,31.0,28.0,78,78.0,2640.0,17.4,0.258,0.234,3.5,8.2,5.9,22.8,1.5,0.5,13.5,21.8,112.0,110.0,5.4,1.4,6.8,0.123,2.5,-1.4,1.1,2.1,46.0,0,2.0,7,6.0,190.5,190,125.0,7575000.0
2014-15,31.0,25.0,16,1.0,75.0,8.2,0.467,0.167,7.8,4.6,6.2,11.2,1.4,0.0,13.4,22.9,89.0,112.0,-0.1,0.0,-0.1,-0.042,-2.5,-4.0,-6.5,-0.1,46.0,0,2.0,0,3.0,195.57999999999998,200,125.0,1723287.25
2014-15,20.0,21.0,82,82.0,2502.0,21.4,0.002,0.38,18.3,30.1,24.0,3.9,1.5,4.8,9.7,22.0,107.0,100.0,3.4,4.3,7.7,0.147,-1.2,1.1,-0.2,1.2,88.0,1,3.0,3,4.0,210.82,279,116.0,2594043.6
2014-15,17.0,29.0,72,22.0,1717.0,12.3,0.454,0.158,3.0,11.6,7.3,11.5,2.1,0.5,12.1,13.5,112.0,104.0,2.0,2.1,4.1,0.116,0.1,0.5,0.6,1.1,89.0,1,1.0,8,1.0,200.66,225,75.0,4292500.0
2014-15,28.0,38.0,77,77.0,2227.0,22.6,0.009,0.38,8.8,26.7,17.9,16.8,1.4,5.1,12.1,22.2,113.0,97.0,4.9,4.7,9.6,0.207,0.8,4.7,5.5,4.2,27.0,0,3.0,18,2.0,210.82,250,113.0,10465060.46
2014-15,9.0,34.0,63,63.0,1838.0,11.6,0.547,0.181,1.7,12.7,7.3,9.7,1.1,0.8,10.4,14.2,113.0,106.0,2.4,1.7,4.1,0.108,0.6,-0.2,0.4,1.1,86.0,1,2.0,13,1.0,205.74,230,123.0,3359497.35
2014-15,21.0,26.0,27,27.0,913.0,27.6,0.34,0.366,1.9,18.7,10.4,22.2,1.3,2.2,12.0,29.1,121.0,105.0,3.8,1.0,4.8,0.252,6.3,-0.2,6.1,1.9,62.0,0,3.0,8,5.0,205.74,240,117.0,19185580.24
2014-15,5.0,29.0,80,80.0,2699.0,16.5,0.21,0.224,1.4,6.4,3.9,20.5,2.8,0.8,11.7,27.9,100.0,107.0,1.4,2.2,3.6,0.065,0.7,-0.7,-0.1,1.3,66.0,1,3.0,10,6.0,190.5,185,125.0,8443600.0
2014-15,18.0,24.0,62,3.0,1051.0,11.5,0.385,0.381,6.0,14.0,10.1,7.2,1.3,1.4,11.9,14.6,110.0,108.0,1.2,0.8,1.9,0.088,-0.9,-0.6,-1.5,0.1,89.0,1,3.0,1,5.0,200.66,210,29.0,512409.36
2014-15,31.0,20.0,33,1.0,411.0,7.3,0.299,0.049,1.9,7.7,4.8,27.3,2.2,1.0,22.2,20.6,83.0,105.0,-0.8,0.5,-0.3,-0.04,-5.2,-1.5,-6.7,-0.5,73.0,0,3.0,1,6.0,190.5,194,111.0,1606627.2
2014-15,22.0,27.0,38,0.0,266.0,20.5,0.086,0.5,11.3,19.4,15.4,7.9,2.2,3.6,6.6,13.1,139.0,101.0,0.9,0.4,1.3,0.241,1.5,2.0,3.5,0.4,61.0,1,3.0,5,5.0,205.74,196,69.0,1812819.71
2014-15,6.0,34.0,47,7.0,764.0,11.7,0.015,0.708,14.9,29.0,22.2,6.1,1.4,0.5,20.0,13.0,103.0,106.0,0.4,0.8,1.2,0.074,-2.7,0.0,-2.7,-0.1,82.0,1,3.0,12,5.0,203.2,245,53.0,1786339.53
2014-15,30.0,25.0,79,76.0,2690.0,17.7,0.195,0.25,3.5,14.1,8.8,32.7,2.0,1.0,16.0,26.1,103.0,107.0,2.4,2.2,4.6,0.082,1.7,0.1,1.9,2.6,81.0,1,3.0,6,3.0,198.12,220,110.0,11378070.16
2014-15,22.0,19.0,82,41.0,1817.0,5.7,0.635,0.077,1.7,6.6,4.2,16.6,1.2,0.6,21.5,13.8,90.0,109.0,-1.1,1.0,-0.1,-0.003,-2.6,-1.3,-3.8,-0.8,56.0,0,3.0,0,6.0,198.12,190,125.0,3651150.0
2014-15,14.0,25.0,46,7.0,504.0,16.2,0.0,0.561,13.3,19.7,16.6,2.5,0.7,6.2,15.6,17.7,111.0,99.0,0.8,0.9,1.7,0.159,-3.0,1.2,-1.8,0.0,17.0,0,3.0,3,4.0,210.82,255,84.0,1124008.8
2014-15,8.0,25.0,75,71.0,2086.0,18.4,0.011,0.391,12.1,22.9,17.3,7.1,1.5,2.1,12.0,20.3,111.0,106.0,3.5,2.1,5.6,0.13,-0.2,0.9,0.8,1.4,75.0,1,3.0,4,5.0,203.2,228,55.0,2272265.68
2014-15,16.0,28.0,36,0.0,529.0,9.9,0.614,0.07,1.7,7.1,4.5,18.0,1.9,0.8,16.4,16.6,101.0,108.0,0.2,0.4,0.6,0.053,-0.7,-1.3,-2.0,0.0,89.0,1,1.0,8,6.0,187.96,180,120.0,2097770.0
2014-15,22.0,23.0,74,74.0,2280.0,21.8,0.007,0.362,10.0,20.7,15.4,9.4,1.4,4.3,10.2,23.8,113.0,102.0,5.0,3.3,8.3,0.175,0.8,1.7,2.4,2.6,84.0,1,3.0,5,2.0,208.28,265,115.0,13079500.0
2014-15,5.0,30.0,29,3.0,281.0,12.4,0.321,0.142,0.8,9.4,5.1,21.9,2.0,1.2,13.8,20.7,98.0,108.0,0.0,0.2,0.2,0.039,-1.8,-1.3,-3.0,-0.1,60.0,1,3.0,10,6.0,185.42,205,122.0,3831629.93
2014-15,25.0,26.0,26,9.0,216.0,10.8,0.049,0.146,5.3,8.5,6.9,10.1,2.6,0.0,15.5,10.8,109.0,109.0,0.2,0.1,0.3,0.072,-1.5,0.1,-1.5,0.0,89.0,1,2.0,4,5.0,200.66,210,88.0,6312500.0
2014-15,4.0,22.0,58,32.0,1661.0,12.4,0.391,0.256,1.9,8.7,5.2,11.5,1.2,0.1,11.4,19.7,105.0,111.0,1.5,0.6,2.1,0.059,0.2,-2.3,-2.1,-0.1,76.0,0,2.0,3,3.0,200.66,205,125.0,1498759.2
2014-15,8.0,31.0,50,21.0,1087.0,11.0,0.654,0.137,0.9,7.8,4.2,17.0,1.6,0.8,12.3,19.3,102.0,111.0,0.6,0.4,1.0,0.045,0.7,-1.8,-1.1,0.2,75.0,1,3.0,9,6.0,193.04,213,98.0,3030000.0
2014-15,31.0,24.0,11,3.0,239.0,8.1,0.279,0.344,2.6,10.2,6.3,39.4,1.7,0.0,26.2,17.5,88.0,108.0,-0.3,0.2,-0.1,-0.017,-4.9,-2.4,-7.3,-0.3,86.0,1,1.0,1,6.0,185.42,170,8.0,60282.86
2014-15,29.0,27.0,48,8.0,617.0,12.2,0.0,0.166,11.0,21.9,16.6,3.8,0.7,2.7,12.4,13.4,109.0,102.0,0.6,0.9,1.6,0.122,-3.0,1.2,-1.8,0.0,10.0,0,2.0,2,2.0,208.28,250,125.0,3043647.12
2014-15,4.0,31.0,75,51.0,1870.0,9.5,0.71,0.072,1.6,16.4,8.9,7.4,1.3,1.7,13.4,14.1,101.0,108.0,0.7,1.4,2.1,0.053,-0.9,0.0,-0.9,0.5,88.0,1,3.0,10,2.0,210.82,255,118.0,8664878.88
2014-15,8.0,26.0,59,27.0,1426.0,16.8,0.53,0.336,2.3,14.7,8.3,9.4,1.6,1.1,8.0,21.5,114.0,109.0,3.0,1.0,3.9,0.132,2.3,-1.1,1.3,1.2,63.0,0,2.0,7,5.0,208.28,225,125.0,10963398.5
2014-15,11.0,23.0,45,41.0,1457.0,12.3,0.344,0.153,2.9,12.5,7.5,17.6,1.9,0.7,10.1,19.2,101.0,111.0,0.7,0.6,1.3,0.043,0.0,-1.1,-1.1,0.3,79.0,1,3.0,1,6.0,187.96,200,39.0,238119.62
2014-15,26.0,30.0,81,81.0,2687.0,21.7,0.016,0.41,4.9,21.8,13.4,19.7,1.4,4.0,12.2,24.6,111.0,100.0,5.5,4.7,10.2,0.182,1.3,3.5,4.8,4.6,64.0,0,2.0,7,4.0,215.9,255,125.0,15987984.88
2014-15,9.0,34.0,78,78.0,2681.0,22.7,0.023,0.317,9.2,27.6,18.6,14.4,0.5,4.0,10.7,24.7,112.0,101.0,6.0,4.4,10.4,0.187,0.7,2.1,2.8,3.2,64.0,0,2.0,14,2.0,213.36,250,125.0,7199280.0
2014-15,6.0,28.0,68,67.0,2408.0,19.7,0.197,0.352,4.8,13.7,9.4,19.0,1.5,1.3,12.4,27.0,110.0,110.0,4.8,1.3,6.1,0.122,2.8,-0.7,2.1,2.5,78.0,1,3.0,9,5.0,203.2,230,116.0,19510499.26
2014-15,7.0,24.0,6,0.0,91.0,13.0,0.449,0.224,4.9,21.7,13.4,11.8,2.8,0.9,18.2,32.8,87.0,99.0,-0.2,0.2,0.0,-0.008,-2.7,-0.7,-3.3,0.0,89.0,1,3.0,5,5.0,205.74,220,91.0,16096662.9
2014-15,28.0,37.0,70,0.0,1587.0,16.2,0.438,0.346,2.0,12.8,7.5,28.6,2.2,0.9,18.5,23.9,103.0,102.0,1.4,2.3,3.7,0.111,1.4,0.3,1.7,1.5,54.0,0,2.0,13,6.0,198.12,205,125.0,7070000.0
2014-15,22.0,22.0,82,37.0,2158.0,21.6,0.005,0.639,14.3,27.2,20.7,8.2,1.6,7.0,16.9,14.0,122.0,98.0,5.0,4.3,9.3,0.206,0.7,5.1,5.8,4.3,76.0,0,1.0,2,4.0,215.9,245,125.0,1138674.0
2014-15,27.0,33.0,51,7.0,864.0,11.9,0.214,0.159,9.6,19.3,14.5,8.6,1.2,0.8,8.7,17.0,103.0,103.0,0.5,1.2,1.7,0.094,-1.8,0.2,-1.6,0.1,89.0,1,3.0,13,5.0,208.28,250,121.0,924395.43
2014-15,15.0,20.0,41,2.0,535.0,11.2,0.204,0.413,5.5,9.7,7.6,12.6,1.7,1.3,16.8,23.4,94.0,108.0,-0.2,0.4,0.2,0.014,-3.3,-1.2,-4.5,-0.3,61.0,1,3.0,2,6.0,195.57999999999998,200,124.0,1123402.8
2014-15,4.0,19.0,47,8.0,797.0,11.4,0.231,0.293,6.4,17.8,12.0,6.3,1.3,2.2,13.9,15.5,101.0,107.0,0.3,0.7,1.0,0.06,-2.8,0.0,-2.8,-0.2,89.0,1,1.0,1,5.0,205.74,220,118.0,4031960.4
2014-15,1.0,24.0,9,0.0,71.0,3.7,0.158,0.105,10.2,17.7,13.7,4.8,0.7,0.0,28.7,17.1,73.0,108.0,-0.2,0.1,-0.1,-0.093,-9.0,-2.3,-11.3,-0.2,89.0,1,1.0,0,5.0,205.74,245,67.0,473225.4
2014-15,30.0,26.0,61,60.0,2018.0,12.7,0.454,0.192,1.6,7.4,4.5,17.6,1.3,0.5,14.0,19.8,106.0,111.0,2.2,0.7,2.9,0.069,1.4,-2.0,-0.6,0.7,83.0,1,3.0,7,6.0,193.04,215,103.0,15047927.38
2014-15,27.0,30.0,82,82.0,2453.0,18.2,0.004,0.226,8.5,24.1,16.5,6.5,1.0,3.6,10.5,17.6,114.0,100.0,4.4,4.2,8.6,0.168,-0.4,2.3,1.8,2.4,24.0,0,2.0,8,0.0,210.82,240,125.0,10539129.82
2014-15,1.0,20.0,65,11.0,1377.0,8.7,0.443,0.548,3.7,12.3,7.8,9.4,1.5,4.0,16.3,16.5,91.0,106.0,-0.9,1.4,0.5,0.019,-4.3,1.0,-3.3,-0.5,58.0,1,3.0,1,5.0,203.2,210,111.0,893727.79
2014-15,28.0,27.0,81,80.0,2312.0,16.5,0.619,0.172,2.7,13.9,8.4,10.3,2.2,2.8,10.5,17.5,114.0,100.0,4.0,3.9,7.8,0.163,2.8,2.2,5.0,4.1,88.0,1,1.0,6,3.0,198.12,215,122.0,4065250.0
2014-15,15.0,29.0,74,4.0,1446.0,15.4,0.497,0.154,2.5,11.7,7.0,10.9,1.4,0.6,11.1,28.4,101.0,108.0,1.0,1.0,1.9,0.065,0.8,-3.3,-2.4,-0.2,86.0,1,1.0,10,3.0,200.66,205,125.0,3535000.0
2014-15,31.0,24.0,24,1.0,164.0,14.9,0.128,0.213,13.3,18.0,15.7,4.0,1.6,2.4,21.4,18.3,105.0,101.0,0.1,0.3,0.4,0.119,-2.0,-0.1,-2.1,0.0,65.0,1,3.0,1,5.0,205.74,227,96.0,135637.95
2014-15,31.0,28.0,78,70.0,2454.0,14.4,0.302,0.297,2.9,12.1,7.5,8.8,1.1,1.1,9.0,21.9,106.0,106.0,2.7,2.4,5.2,0.101,0.1,-0.8,-0.7,0.8,78.0,1,3.0,8,5.0,205.74,235,105.0,9292000.0
2014-15,4.0,33.0,52,2.0,951.0,7.9,0.395,0.111,1.6,7.9,4.7,10.9,1.4,0.4,13.0,17.6,93.0,111.0,-0.4,0.4,-0.1,-0.003,-2.8,-2.1,-4.9,-0.7,74.0,1,3.0,11,6.0,193.04,200,66.0,1462974.9
2014-15,16.0,25.0,67,67.0,2356.0,22.8,0.022,0.373,6.1,17.9,12.1,26.2,1.4,1.2,10.2,28.4,113.0,106.0,6.6,2.4,9.0,0.183,3.1,1.0,4.1,3.6,43.0,1,1.0,5,5.0,208.28,251,41.0,17851359.13
2014-15,31.0,26.0,20,1.0,175.0,11.0,0.073,0.317,3.3,12.9,8.1,19.6,1.8,0.0,20.4,15.2,105.0,105.0,0.1,0.2,0.3,0.088,-2.5,-0.6,-3.1,0.0,35.0,0,0.0,2,6.0,190.5,191,100.0,97016.56
2014-15,3.0,22.0,45,2.0,687.0,9.0,0.606,0.134,3.4,11.5,7.4,5.1,1.6,1.5,7.2,20.4,91.0,104.0,-0.5,0.8,0.3,0.022,-2.2,-1.3,-3.5,-0.3,77.0,1,3.0,1,3.0,198.12,230,122.0,1161217.2
2014-15,16.0,24.0,14,2.0,122.0,8.3,0.6,0.0,1.9,12.7,7.4,8.2,0.8,0.0,10.3,14.4,105.0,109.0,0.1,0.1,0.1,0.059,-1.1,-2.1,-3.2,0.0,89.0,1,3.0,3,3.0,200.66,220,117.0,152096.91
2014-15,25.0,29.0,74,8.0,1058.0,13.3,0.042,0.842,11.6,17.3,14.4,2.8,1.5,1.1,8.1,10.5,132.0,107.0,2.6,0.9,3.4,0.156,0.1,-0.5,-0.5,0.4,70.0,1,2.0,6,5.0,205.74,250,122.0,3359497.35
2014-15,11.0,22.0,70,30.0,1681.0,12.1,0.494,0.218,0.8,10.2,5.4,13.5,0.6,0.7,9.5,23.8,101.0,114.0,0.8,0.0,0.8,0.023,0.1,-4.2,-4.1,-0.9,82.0,1,3.0,2,6.0,198.12,205,109.0,1263146.4
2014-15,19.0,25.0,81,81.0,2981.0,26.7,0.378,0.561,2.8,14.2,8.5,34.6,2.6,1.6,14.9,31.3,118.0,103.0,12.2,4.2,16.4,0.265,7.4,1.0,8.4,7.8,89.0,1,3.0,6,6.0,195.57999999999998,220,85.0,14876132.44
2014-15,4.0,21.0,45,4.0,674.0,8.4,0.354,0.259,6.3,11.6,8.9,5.4,2.4,1.1,13.3,13.7,92.0,107.0,-0.3,0.6,0.3,0.021,-3.1,0.2,-2.9,-0.1,88.0,1,3.0,3,1.0,205.74,215,65.0,1906718.4
2014-15,5.0,31.0,76,3.0,1685.0,14.8,0.508,0.309,0.8,8.0,4.4,20.4,2.3,0.7,12.5,18.0,113.0,108.0,2.9,1.3,4.2,0.12,1.9,-0.8,1.2,1.3,68.0,1,3.0,11,6.0,190.5,192,76.0,3917684.96
2014-15,8.0,20.0,55,6.0,719.0,4.9,0.475,0.217,3.0,6.7,4.8,5.9,2.7,0.8,13.8,16.6,81.0,109.0,-1.2,0.5,-0.7,-0.046,-4.2,-0.1,-4.3,-0.4,83.0,1,3.0,1,6.0,193.04,210,112.0,1534392.0
2014-15,12.0,23.0,51,1.0,493.0,5.6,0.7,0.125,1.7,7.8,4.8,7.7,0.7,0.3,17.6,14.1,97.0,111.0,0.0,0.2,0.2,0.018,-2.0,-2.5,-4.5,-0.3,80.0,1,3.0,1,6.0,198.12,219,70.0,893727.79
2014-15,4.0,22.0,68,63.0,2369.0,16.7,0.252,0.258,3.4,17.3,10.3,8.8,1.5,1.2,9.8,22.5,107.0,108.0,3.0,1.8,4.8,0.098,0.4,-0.7,-0.3,1.0,88.0,1,3.0,4,5.0,205.74,235,99.0,2404399.94
2014-15,18.0,34.0,62,25.0,995.0,10.6,0.042,0.268,8.8,22.1,15.6,7.4,1.1,1.1,13.3,14.6,102.0,106.0,0.4,1.0,1.4,0.066,-3.3,-0.1,-3.4,-0.4,82.0,1,3.0,12,5.0,203.2,235,119.0,2759320.0
2014-15,16.0,26.0,73,15.0,1274.0,9.8,0.424,0.164,2.7,19.7,11.4,10.0,1.0,3.4,12.1,17.9,95.0,104.0,-0.3,1.5,1.2,0.044,-2.9,1.0,-1.9,0.0,80.0,1,1.0,8,0.0,215.9,245,114.0,5358050.0
2014-15,25.0,31.0,29,0.0,255.0,10.4,0.0,0.239,8.1,14.9,11.5,11.3,2.0,1.3,13.6,10.4,111.0,107.0,0.3,0.2,0.5,0.091,-1.5,1.1,-0.4,0.1,89.0,1,3.0,10,2.0,198.12,240,124.0,6018337.5
2014-15,12.0,35.0,22,1.0,119.0,9.1,0.0,0.433,5.9,21.9,14.0,2.5,0.9,6.6,21.9,17.3,85.0,102.0,-0.2,0.2,0.0,0.008,-7.9,1.3,-6.6,-0.1,88.0,1,3.0,13,4.0,213.36,268,122.0,2235804.68
2014-15,3.0,27.0,80,72.0,2315.0,13.2,0.161,0.256,1.7,11.6,6.5,15.6,1.1,0.7,10.5,20.7,102.0,106.0,1.3,2.3,3.6,0.074,-1.2,-0.4,-1.5,0.3,75.0,1,3.0,6,6.0,195.57999999999998,215,123.0,6060000.0
2014-15,2.0,23.0,9,0.0,86.0,4.9,0.0,1.846,2.5,2.7,2.6,4.8,1.8,0.0,11.3,13.7,90.0,114.0,-0.1,0.0,-0.1,-0.03,-5.5,-2.4,-7.9,-0.1,36.0,0,2.0,4,6.0,198.12,220,121.0,1092820.0
2014-15,17.0,24.0,67,11.0,1228.0,18.0,0.0,0.396,11.7,17.4,14.5,7.8,1.2,9.3,17.6,18.1,106.0,98.0,1.3,2.4,3.6,0.142,-1.9,4.6,2.7,1.5,77.0,1,3.0,3,5.0,210.82,229,122.0,2007193.2
2014-15,7.0,28.0,76,76.0,1926.0,15.4,0.003,0.287,9.0,21.9,15.5,7.4,0.5,5.1,11.8,21.3,101.0,101.0,1.0,3.2,4.2,0.105,-3.1,2.1,-1.0,0.5,88.0,1,3.0,7,4.0,218.44000000000003,270,105.0,15047927.38
2014-15,8.0,26.0,73,8.0,1411.0,14.3,0.004,0.438,11.1,24.0,17.3,6.5,1.3,1.9,14.9,19.7,100.0,106.0,0.5,1.4,1.8,0.062,-3.1,0.4,-2.7,-0.3,84.0,1,3.0,7,5.0,205.74,242,92.0,5435567.5
2014-15,27.0,32.0,67,58.0,1693.0,14.3,0.008,0.336,5.7,17.0,11.5,12.0,2.0,1.0,15.2,21.8,100.0,102.0,0.5,2.5,3.0,0.086,-1.9,1.3,-0.6,0.6,69.0,0,3.0,13,2.0,210.82,250,125.0,13130000.0
2014-15,2.0,27.0,70,57.0,1874.0,16.2,0.014,0.216,9.9,23.4,16.4,9.5,0.9,2.3,11.1,22.7,101.0,109.0,1.1,1.1,2.2,0.055,-2.0,-0.6,-2.6,-0.3,84.0,1,3.0,6,0.0,208.28,235,118.0,9090000.0
2014-15,7.0,23.0,82,78.0,2381.0,10.2,0.328,0.304,3.3,11.2,7.3,11.9,1.4,0.6,13.8,15.9,101.0,105.0,0.9,2.6,3.5,0.072,-1.1,0.8,-0.3,1.0,89.0,1,3.0,2,5.0,200.66,225,118.0,1315868.4
2014-15,9.0,34.0,66,22.0,1610.0,6.8,0.441,0.131,1.4,6.6,4.1,13.8,1.5,0.6,15.3,13.3,95.0,108.0,-0.3,1.3,1.0,0.03,-2.3,-0.6,-2.8,-0.3,52.0,1,2.0,12,6.0,193.04,190,121.0,2759320.0
2014-15,30.0,24.0,40,37.0,1303.0,18.8,0.253,0.142,2.8,9.0,5.9,34.9,2.5,1.3,13.8,23.1,109.0,107.0,2.3,1.1,3.4,0.124,3.0,-0.7,2.3,1.4,89.0,1,3.0,6,6.0,193.04,205,120.0,10003539.95
2014-15,6.0,30.0,46,9.0,441.0,13.1,0.0,0.659,9.6,16.6,13.2,5.0,0.7,3.4,19.1,13.1,115.0,109.0,0.7,0.3,1.0,0.104,-1.4,0.0,-1.4,0.1,89.0,1,3.0,9,4.0,213.36,240,120.0,924395.43
2014-15,22.0,22.0,50,21.0,1064.0,12.3,0.455,0.214,1.0,11.7,6.4,13.2,1.5,0.9,9.9,19.6,108.0,107.0,1.3,0.9,2.2,0.098,0.2,-1.3,-1.1,0.2,66.0,1,3.0,1,3.0,203.2,206,123.0,1303263.6
2014-15,24.0,28.0,76,76.0,2318.0,21.4,0.037,0.146,6.7,19.8,13.4,18.6,1.5,3.5,8.9,22.2,114.0,102.0,5.1,3.6,8.7,0.179,1.3,2.5,3.8,3.4,31.0,0,3.0,8,2.0,208.28,245,119.0,12120000.0
2014-15,19.0,29.0,41,41.0,1223.0,19.2,0.005,0.641,10.0,28.9,19.5,7.3,1.1,3.4,17.5,23.3,105.0,100.0,1.4,2.2,3.6,0.14,-2.4,1.2,-1.2,0.3,84.0,1,3.0,11,0.0,210.82,265,125.0,21650633.71
2014-15,23.0,25.0,45,4.0,742.0,9.7,0.297,0.169,4.6,16.4,10.3,5.6,1.1,1.0,8.9,12.1,110.0,113.0,0.7,0.1,0.8,0.05,-1.8,-1.6,-3.5,-0.3,83.0,1,2.0,1,5.0,203.2,215,87.0,888800.0
2014-15,27.0,29.0,64,17.0,1345.0,15.4,0.016,0.262,10.1,24.4,17.4,6.7,1.3,1.5,8.5,18.3,108.0,101.0,1.6,2.1,3.8,0.134,-2.0,0.7,-1.3,0.2,67.0,1,3.0,11,5.0,205.74,235,25.0,4292500.0
2014-15,21.0,25.0,64,64.0,2116.0,16.6,0.261,0.14,7.0,18.1,12.6,4.2,0.7,5.8,10.4,18.9,109.0,104.0,2.9,2.7,5.6,0.127,-0.5,1.3,0.8,1.5,26.0,0,3.0,6,5.0,208.28,245,125.0,12473500.0
2014-15,14.0,31.0,77,0.0,2069.0,12.3,0.427,0.23,2.4,10.8,6.7,14.6,2.1,0.9,13.9,13.3,110.0,103.0,2.3,2.8,5.1,0.117,0.1,1.5,1.6,1.9,87.0,1,3.0,11,3.0,198.12,207,118.0,12412439.44
2014-15,17.0,27.0,58,36.0,1319.0,16.8,0.341,0.192,7.0,17.0,12.0,7.4,1.4,1.2,6.9,22.1,111.0,103.0,2.3,1.7,4.0,0.146,1.2,-1.4,-0.2,0.6,50.0,0,2.0,9,5.0,208.28,235,125.0,7979000.0
2014-15,12.0,22.0,75,75.0,2730.0,21.5,0.306,0.296,2.3,7.5,5.0,25.0,2.2,0.6,11.8,26.2,117.0,108.0,8.4,2.0,10.4,0.183,4.7,-1.4,3.3,3.7,56.0,0,3.0,4,6.0,190.5,193,123.0,7141437.3
2014-15,10.0,31.0,80,27.0,2241.0,14.6,0.179,0.278,1.0,11.3,6.1,27.3,1.7,0.5,17.2,22.6,101.0,109.0,1.1,1.4,2.6,0.055,-0.5,-1.0,-1.5,0.3,78.0,1,3.0,10,6.0,190.5,200,115.0,6363000.0
2014-15,31.0,24.0,77,40.0,2268.0,17.2,0.242,0.219,2.6,12.9,7.8,34.8,1.4,0.3,14.6,24.6,106.0,108.0,3.3,1.7,4.9,0.104,1.9,-1.2,0.8,1.6,63.0,0,3.0,4,6.0,190.5,208,75.0,2226412.69
2014-15,5.0,29.0,16,2.0,158.0,16.0,0.0,0.852,12.5,14.6,13.5,3.4,0.6,7.7,13.9,12.2,125.0,105.0,0.4,0.2,0.5,0.165,-1.3,2.9,1.6,0.1,84.0,1,3.0,2,4.0,208.28,240,72.0,239254.86000000002
2014-15,12.0,30.0,69,69.0,2493.0,25.9,0.265,0.413,2.4,16.6,9.6,38.6,2.3,1.6,15.3,32.3,112.0,105.0,7.4,2.9,10.4,0.199,6.2,1.2,7.4,5.9,85.0,1,3.0,12,1.0,203.2,250,125.0,20850844.0
2014-15,3.0,30.0,65,61.0,1992.0,19.7,0.005,0.163,5.3,25.5,15.1,11.6,1.2,3.3,5.9,26.3,101.0,100.0,1.3,3.4,4.7,0.113,-1.3,1.6,0.2,1.1,66.0,1,3.0,11,0.0,208.28,289,125.0,13635000.0
2014-15,24.0,23.0,24,3.0,297.0,15.9,0.525,0.192,0.8,13.8,7.5,7.0,1.7,0.0,6.9,17.8,118.0,105.0,0.6,0.3,0.9,0.147,1.1,-2.1,-0.9,0.1,71.0,1,2.0,3,6.0,193.04,215,84.0,1326049.2
2014-15,20.0,25.0,41,41.0,1173.0,19.7,0.389,0.263,1.9,8.0,4.8,39.9,1.9,0.3,12.9,26.3,110.0,109.0,2.6,0.7,3.3,0.136,4.3,-2.5,1.8,1.1,89.0,1,3.0,6,6.0,185.42,169,125.0,8080000.0
2014-15,31.0,27.0,75,0.0,1230.0,15.0,0.369,0.174,8.0,17.2,12.5,9.0,1.9,1.1,9.7,16.2,114.0,105.0,2.0,1.4,3.5,0.135,0.5,0.4,0.9,0.9,44.0,0,2.0,6,5.0,208.28,231,125.0,4545000.0
2014-15,31.0,21.0,8,0.0,51.0,1.5,0.577,0.038,4.4,15.2,9.9,9.6,2.1,3.1,10.2,25.4,69.0,103.0,-0.2,0.1,-0.1,-0.128,-6.8,-1.5,-8.4,-0.1,89.0,1,3.0,0,5.0,208.28,235,118.0,824646.8200000001
2014-15,25.0,27.0,75,72.0,1979.0,15.4,0.089,0.249,9.3,17.3,13.3,9.4,1.1,2.4,16.0,15.7,115.0,107.0,3.5,1.6,5.1,0.124,0.8,1.0,1.8,1.9,89.0,1,3.0,10,5.0,205.74,240,125.0,7070000.0
